Room_number,Squares,Floor,Place,Price
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,36.0,1,Пролетарскии,3600000
2,50.0,3,Советскии,4600000
1,37.0,2,Октябрьскии,6600000
3,82.0,13,Ворошиловскии,9650000
1,42.0,10,Советскии,4200000
3,74.0,11,Ворошиловскии,6800000
2,52.0,8,Кировскии,8800000
2,53.0,5,Ворошиловскии,4850000
1,15.0,2,Ленинскии,1750000
1,40.0,7,Кировскии,5700000
1,31.0,2,Советскии,3100000
1,23.0,2,Советскии,2699555
3,64.2,6,Ворошиловскии,5800000
2,92.0,3,Первомаискии,8700000
2,66.0,5,Первомаискии,8800000
3,58.0,8,Советскии,5690000
1,35.0,8,Советскии,4300000
2,48.0,8,Октябрьскии,4500000
1,54.0,7,Октябрьскии,6950000
1,33.0,4,Советскии,3800000
1,35.0,9,Первомаискии,4200000
2,47.0,3,Кировскии,5050000
2,56.0,11,Октябрьскии,5500000
2,53.3,4,Октябрьскии,6000000
2,45.0,1,Первомаискии,4500000
0,29.0,16,Пролетарскии,4080000
1,42.0,7,Пролетарскии,5200000
1,42.0,5,Советскии,4200000
1,38.0,3,Советскии,3600000
1,37.0,3,Ворошиловскии,4500000
3,64.0,4,Советскии,5500000
3,75.0,8,Ворошиловскии,10500000
1,31.0,3,Пролетарскии,3799000
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,31.0,2,Советскии,3100000
1,23.0,2,Советскии,2699555
3,64.2,6,Ворошиловскии,5800000
2,92.0,3,Первомаискии,8700000
2,66.0,5,Первомаискии,8800000
3,58.0,8,Советскии,5690000
1,35.0,8,Советскии,4300000
2,48.0,8,Октябрьскии,4500000
1,54.0,7,Октябрьскии,6950000
1,33.0,4,Советскии,3800000
1,35.0,9,Первомаискии,4200000
2,47.0,3,Кировскии,5050000
2,56.0,11,Октябрьскии,5500000
2,53.3,4,Октябрьскии,6000000
2,45.0,1,Первомаискии,4500000
0,29.0,16,Пролетарскии,4080000
1,42.0,7,Пролетарскии,5200000
1,42.0,5,Советскии,4200000
1,38.0,3,Советскии,3600000
1,37.0,3,Ворошиловскии,4500000
3,64.0,4,Советскии,5500000
3,75.0,8,Ворошиловскии,10500000
1,31.0,3,Пролетарскии,3799000
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,36.0,1,Пролетарскии,3600000
2,50.0,3,Советскии,4600000
1,37.0,2,Октябрьскии,6600000
3,82.0,13,Ворошиловскии,9650000
1,42.0,10,Советскии,4200000
3,74.0,11,Ворошиловскии,6800000
2,52.0,8,Кировскии,8800000
2,53.0,5,Ворошиловскии,4850000
1,15.0,2,Ленинскии,1750000
1,40.0,7,Кировскии,5700000
1,31.0,2,Советскии,3100000
1,23.0,2,Советскии,2699555
3,64.2,6,Ворошиловскии,5800000
2,92.0,3,Первомаискии,8700000
2,66.0,5,Первомаискии,8800000
3,58.0,8,Советскии,5690000
1,35.0,8,Советскии,4300000
2,48.0,8,Октябрьскии,4500000
1,54.0,7,Октябрьскии,6950000
1,33.0,4,Советскии,3800000
1,35.0,9,Первомаискии,4200000
2,47.0,3,Кировскии,5050000
2,56.0,11,Октябрьскии,5500000
2,53.3,4,Октябрьскии,6000000
2,45.0,1,Первомаискии,4500000
0,29.0,16,Пролетарскии,4080000
1,42.0,7,Пролетарскии,5200000
1,42.0,5,Советскии,4200000
1,38.0,3,Советскии,3600000
1,37.0,3,Ворошиловскии,4500000
3,64.0,4,Советскии,5500000
3,75.0,8,Ворошиловскии,10500000
1,31.0,3,Пролетарскии,3799000
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,31.0,2,Советскии,3100000
1,23.0,2,Советскии,2699555
3,64.2,6,Ворошиловскии,5800000
2,92.0,3,Первомаискии,8700000
2,66.0,5,Первомаискии,8800000
3,58.0,8,Советскии,5690000
1,35.0,8,Советскии,4300000
2,48.0,8,Октябрьскии,4500000
1,54.0,7,Октябрьскии,6950000
1,33.0,4,Советскии,3800000
1,35.0,9,Первомаискии,4200000
2,47.0,3,Кировскии,5050000
2,56.0,11,Октябрьскии,5500000
2,53.3,4,Октябрьскии,6000000
2,45.0,1,Первомаискии,4500000
0,29.0,16,Пролетарскии,4080000
1,42.0,7,Пролетарскии,5200000
1,42.0,5,Советскии,4200000
1,38.0,3,Советскии,3600000
1,37.0,3,Ворошиловскии,4500000
3,64.0,4,Советскии,5500000
3,75.0,8,Ворошиловскии,10500000
1,31.0,3,Пролетарскии,3799000
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,36.0,1,Пролетарскии,3600000
2,50.0,3,Советскии,4600000
1,37.0,2,Октябрьскии,6600000
3,82.0,13,Ворошиловскии,9650000
1,42.0,10,Советскии,4200000
3,74.0,11,Ворошиловскии,6800000
2,52.0,8,Кировскии,8800000
2,53.0,5,Ворошиловскии,4850000
1,15.0,2,Ленинскии,1750000
1,40.0,7,Кировскии,5700000
1,31.0,2,Советскии,3100000
1,23.0,2,Советскии,2699555
3,64.2,6,Ворошиловскии,5800000
2,92.0,3,Первомаискии,8700000
2,66.0,5,Первомаискии,8800000
3,58.0,8,Советскии,5690000
1,35.0,8,Советскии,4300000
2,48.0,8,Октябрьскии,4500000
1,54.0,7,Октябрьскии,6950000
1,33.0,4,Советскии,3800000
1,35.0,9,Первомаискии,4200000
2,47.0,3,Кировскии,5050000
2,56.0,11,Октябрьскии,5500000
2,53.3,4,Октябрьскии,6000000
2,45.0,1,Первомаискии,4500000
0,29.0,16,Пролетарскии,4080000
1,42.0,7,Пролетарскии,5200000
1,42.0,5,Советскии,4200000
1,38.0,3,Советскии,3600000
1,37.0,3,Ворошиловскии,4500000
3,64.0,4,Советскии,5500000
3,75.0,8,Ворошиловскии,10500000
1,31.0,3,Пролетарскии,3799000
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,31.0,2,Советскии,3100000
1,23.0,2,Советскии,2699555
3,64.2,6,Ворошиловскии,5800000
2,92.0,3,Первомаискии,8700000
2,66.0,5,Первомаискии,8800000
3,58.0,8,Советскии,5690000
1,35.0,8,Советскии,4300000
2,48.0,8,Октябрьскии,4500000
1,54.0,7,Октябрьскии,6950000
1,33.0,4,Советскии,3800000
1,35.0,9,Первомаискии,4200000
2,47.0,3,Кировскии,5050000
2,56.0,11,Октябрьскии,5500000
2,53.3,4,Октябрьскии,6000000
2,45.0,1,Первомаискии,4500000
0,29.0,16,Пролетарскии,4080000
1,42.0,7,Пролетарскии,5200000
1,42.0,5,Советскии,4200000
1,38.0,3,Советскии,3600000
1,37.0,3,Ворошиловскии,4500000
3,64.0,4,Советскии,5500000
3,75.0,8,Ворошиловскии,10500000
1,31.0,3,Пролетарскии,3799000
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,36.0,1,Пролетарскии,3600000
2,50.0,3,Советскии,4600000
1,37.0,2,Октябрьскии,6600000
3,82.0,13,Ворошиловскии,9650000
1,42.0,10,Советскии,4200000
3,74.0,11,Ворошиловскии,6800000
2,52.0,8,Кировскии,8800000
2,53.0,5,Ворошиловскии,4850000
1,15.0,2,Ленинскии,1750000
1,40.0,7,Кировскии,5700000
1,31.0,2,Советскии,3100000
1,23.0,2,Советскии,2699555
3,64.2,6,Ворошиловскии,5800000
2,92.0,3,Первомаискии,8700000
2,66.0,5,Первомаискии,8800000
3,58.0,8,Советскии,5690000
1,35.0,8,Советскии,4300000
2,48.0,8,Октябрьскии,4500000
1,54.0,7,Октябрьскии,6950000
1,33.0,4,Советскии,3800000
1,35.0,9,Первомаискии,4200000
2,47.0,3,Кировскии,5050000
2,56.0,11,Октябрьскии,5500000
2,53.3,4,Октябрьскии,6000000
2,45.0,1,Первомаискии,4500000
0,29.0,16,Пролетарскии,4080000
1,42.0,7,Пролетарскии,5200000
1,42.0,5,Советскии,4200000
1,38.0,3,Советскии,3600000
1,37.0,3,Ворошиловскии,4500000
3,64.0,4,Советскии,5500000
3,75.0,8,Ворошиловскии,10500000
1,31.0,3,Пролетарскии,3799000
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,31.0,2,Советскии,3100000
1,23.0,2,Советскии,2699555
3,64.2,6,Ворошиловскии,5800000
2,92.0,3,Первомаискии,8700000
2,66.0,5,Первомаискии,8800000
3,58.0,8,Советскии,5690000
1,35.0,8,Советскии,4300000
2,48.0,8,Октябрьскии,4500000
1,54.0,7,Октябрьскии,6950000
1,33.0,4,Советскии,3800000
1,35.0,9,Первомаискии,4200000
2,47.0,3,Кировскии,5050000
2,56.0,11,Октябрьскии,5500000
2,53.3,4,Октябрьскии,6000000
2,45.0,1,Первомаискии,4500000
0,29.0,16,Пролетарскии,4080000
1,42.0,7,Пролетарскии,5200000
1,42.0,5,Советскии,4200000
1,38.0,3,Советскии,3600000
1,37.0,3,Ворошиловскии,4500000
3,64.0,4,Советскии,5500000
3,75.0,8,Ворошиловскии,10500000
1,31.0,3,Пролетарскии,3799000
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,36.0,1,Пролетарскии,3600000
2,50.0,3,Советскии,4600000
1,37.0,2,Октябрьскии,6600000
3,82.0,13,Ворошиловскии,9650000
1,42.0,10,Советскии,4200000
3,74.0,11,Ворошиловскии,6800000
2,52.0,8,Кировскии,8800000
2,53.0,5,Ворошиловскии,4850000
1,15.0,2,Ленинскии,1750000
1,40.0,7,Кировскии,5700000
1,31.0,2,Советскии,3100000
1,23.0,2,Советскии,2699555
3,64.2,6,Ворошиловскии,5800000
2,92.0,3,Первомаискии,8700000
2,66.0,5,Первомаискии,8800000
3,58.0,8,Советскии,5690000
1,35.0,8,Советскии,4300000
2,48.0,8,Октябрьскии,4500000
1,54.0,7,Октябрьскии,6950000
1,33.0,4,Советскии,3800000
1,35.0,9,Первомаискии,4200000
2,47.0,3,Кировскии,5050000
2,56.0,11,Октябрьскии,5500000
2,53.3,4,Октябрьскии,6000000
2,45.0,1,Первомаискии,4500000
0,29.0,16,Пролетарскии,4080000
1,42.0,7,Пролетарскии,5200000
1,42.0,5,Советскии,4200000
1,38.0,3,Советскии,3600000
1,37.0,3,Ворошиловскии,4500000
3,64.0,4,Советскии,5500000
3,75.0,8,Ворошиловскии,10500000
1,31.0,3,Пролетарскии,3799000
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,31.0,2,Советскии,3100000
1,23.0,2,Советскии,2699555
3,64.2,6,Ворошиловскии,5800000
2,92.0,3,Первомаискии,8700000
2,66.0,5,Первомаискии,8800000
3,58.0,8,Советскии,5690000
1,35.0,8,Советскии,4300000
2,48.0,8,Октябрьскии,4500000
1,54.0,7,Октябрьскии,6950000
1,33.0,4,Советскии,3800000
1,35.0,9,Первомаискии,4200000
2,47.0,3,Кировскии,5050000
2,56.0,11,Октябрьскии,5500000
2,53.3,4,Октябрьскии,6000000
2,45.0,1,Первомаискии,4500000
0,29.0,16,Пролетарскии,4080000
1,42.0,7,Пролетарскии,5200000
1,42.0,5,Советскии,4200000
1,38.0,3,Советскии,3600000
1,37.0,3,Ворошиловскии,4500000
3,64.0,4,Советскии,5500000
3,75.0,8,Ворошиловскии,10500000
1,31.0,3,Пролетарскии,3799000
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,36.0,1,Пролетарскии,3600000
2,50.0,3,Советскии,4600000
1,37.0,2,Октябрьскии,6600000
3,82.0,13,Ворошиловскии,9650000
1,42.0,10,Советскии,4200000
3,74.0,11,Ворошиловскии,6800000
2,52.0,8,Кировскии,8800000
2,53.0,5,Ворошиловскии,4850000
1,15.0,2,Ленинскии,1750000
1,40.0,7,Кировскии,5700000
1,31.0,2,Советскии,3100000
1,23.0,2,Советскии,2699555
3,64.2,6,Ворошиловскии,5800000
2,92.0,3,Первомаискии,8700000
2,66.0,5,Первомаискии,8800000
3,58.0,8,Советскии,5690000
1,35.0,8,Советскии,4300000
2,48.0,8,Октябрьскии,4500000
1,54.0,7,Октябрьскии,6950000
1,33.0,4,Советскии,3800000
1,35.0,9,Первомаискии,4200000
2,47.0,3,Кировскии,5050000
2,56.0,11,Октябрьскии,5500000
2,53.3,4,Октябрьскии,6000000
2,45.0,1,Первомаискии,4500000
0,29.0,16,Пролетарскии,4080000
1,42.0,7,Пролетарскии,5200000
1,42.0,5,Советскии,4200000
1,38.0,3,Советскии,3600000
1,37.0,3,Ворошиловскии,4500000
3,64.0,4,Советскии,5500000
3,75.0,8,Ворошиловскии,10500000
1,31.0,3,Пролетарскии,3799000
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,31.0,2,Советскии,3100000
1,23.0,2,Советскии,2699555
3,64.2,6,Ворошиловскии,5800000
2,92.0,3,Первомаискии,8700000
2,66.0,5,Первомаискии,8800000
3,58.0,8,Советскии,5690000
1,35.0,8,Советскии,4300000
2,48.0,8,Октябрьскии,4500000
1,54.0,7,Октябрьскии,6950000
1,33.0,4,Советскии,3800000
1,35.0,9,Первомаискии,4200000
2,47.0,3,Кировскии,5050000
2,56.0,11,Октябрьскии,5500000
2,53.3,4,Октябрьскии,6000000
2,45.0,1,Первомаискии,4500000
0,29.0,16,Пролетарскии,4080000
1,42.0,7,Пролетарскии,5200000
1,42.0,5,Советскии,4200000
1,38.0,3,Советскии,3600000
1,37.0,3,Ворошиловскии,4500000
3,64.0,4,Советскии,5500000
3,75.0,8,Ворошиловскии,10500000
1,31.0,3,Пролетарскии,3799000
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,36.0,1,Пролетарскии,3600000
2,50.0,3,Советскии,4600000
1,37.0,2,Октябрьскии,6600000
3,82.0,13,Ворошиловскии,9650000
1,42.0,10,Советскии,4200000
3,74.0,11,Ворошиловскии,6800000
2,52.0,8,Кировскии,8800000
2,53.0,5,Ворошиловскии,4850000
1,15.0,2,Ленинскии,1750000
1,40.0,7,Кировскии,5700000
1,31.0,2,Советскии,3100000
1,23.0,2,Советскии,2699555
3,64.2,6,Ворошиловскии,5800000
2,92.0,3,Первомаискии,8700000
2,66.0,5,Первомаискии,8800000
3,58.0,8,Советскии,5690000
1,35.0,8,Советскии,4300000
2,48.0,8,Октябрьскии,4500000
1,54.0,7,Октябрьскии,6950000
1,33.0,4,Советскии,3800000
1,35.0,9,Первомаискии,4200000
2,47.0,3,Кировскии,5050000
2,56.0,11,Октябрьскии,5500000
2,53.3,4,Октябрьскии,6000000
2,45.0,1,Первомаискии,4500000
0,29.0,16,Пролетарскии,4080000
1,42.0,7,Пролетарскии,5200000
1,42.0,5,Советскии,4200000
1,38.0,3,Советскии,3600000
1,37.0,3,Ворошиловскии,4500000
3,64.0,4,Советскии,5500000
3,75.0,8,Ворошиловскии,10500000
1,31.0,3,Пролетарскии,3799000
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,31.0,2,Советскии,3100000
1,23.0,2,Советскии,2699555
3,64.2,6,Ворошиловскии,5800000
2,92.0,3,Первомаискии,8700000
2,66.0,5,Первомаискии,8800000
3,58.0,8,Советскии,5690000
1,35.0,8,Советскии,4300000
2,48.0,8,Октябрьскии,4500000
1,54.0,7,Октябрьскии,6950000
1,33.0,4,Советскии,3800000
1,35.0,9,Первомаискии,4200000
2,47.0,3,Кировскии,5050000
2,56.0,11,Октябрьскии,5500000
2,53.3,4,Октябрьскии,6000000
2,45.0,1,Первомаискии,4500000
0,29.0,16,Пролетарскии,4080000
1,42.0,7,Пролетарскии,5200000
1,42.0,5,Советскии,4200000
1,38.0,3,Советскии,3600000
1,37.0,3,Ворошиловскии,4500000
3,64.0,4,Советскии,5500000
3,75.0,8,Ворошиловскии,10500000
1,31.0,3,Пролетарскии,3799000
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,36.0,1,Пролетарскии,3600000
2,50.0,3,Советскии,4600000
1,37.0,2,Октябрьскии,6600000
3,82.0,13,Ворошиловскии,9650000
1,42.0,10,Советскии,4200000
3,74.0,11,Ворошиловскии,6800000
2,52.0,8,Кировскии,8800000
2,53.0,5,Ворошиловскии,4850000
1,15.0,2,Ленинскии,1750000
1,40.0,7,Кировскии,5700000
1,31.0,2,Советскии,3100000
1,23.0,2,Советскии,2699555
3,64.2,6,Ворошиловскии,5800000
2,92.0,3,Первомаискии,8700000
2,66.0,5,Первомаискии,8800000
3,58.0,8,Советскии,5690000
1,35.0,8,Советскии,4300000
2,48.0,8,Октябрьскии,4500000
1,54.0,7,Октябрьскии,6950000
1,33.0,4,Советскии,3800000
1,35.0,9,Первомаискии,4200000
2,47.0,3,Кировскии,5050000
2,56.0,11,Октябрьскии,5500000
2,53.3,4,Октябрьскии,6000000
2,45.0,1,Первомаискии,4500000
0,29.0,16,Пролетарскии,4080000
1,42.0,7,Пролетарскии,5200000
1,42.0,5,Советскии,4200000
1,38.0,3,Советскии,3600000
1,37.0,3,Ворошиловскии,4500000
3,64.0,4,Советскии,5500000
3,75.0,8,Ворошиловскии,10500000
1,31.0,3,Пролетарскии,3799000
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,31.0,2,Советскии,3100000
1,23.0,2,Советскии,2699555
3,64.2,6,Ворошиловскии,5800000
2,92.0,3,Первомаискии,8700000
2,66.0,5,Первомаискии,8800000
3,58.0,8,Советскии,5690000
1,35.0,8,Советскии,4300000
2,48.0,8,Октябрьскии,4500000
1,54.0,7,Октябрьскии,6950000
1,33.0,4,Советскии,3800000
1,35.0,9,Первомаискии,4200000
2,47.0,3,Кировскии,5050000
2,56.0,11,Октябрьскии,5500000
2,53.3,4,Октябрьскии,6000000
2,45.0,1,Первомаискии,4500000
0,29.0,16,Пролетарскии,4080000
1,42.0,7,Пролетарскии,5200000
1,42.0,5,Советскии,4200000
1,38.0,3,Советскии,3600000
1,37.0,3,Ворошиловскии,4500000
3,64.0,4,Советскии,5500000
3,75.0,8,Ворошиловскии,10500000
1,31.0,3,Пролетарскии,3799000
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,36.0,1,Пролетарскии,3600000
2,50.0,3,Советскии,4600000
1,37.0,2,Октябрьскии,6600000
3,82.0,13,Ворошиловскии,9650000
1,42.0,10,Советскии,4200000
3,74.0,11,Ворошиловскии,6800000
2,52.0,8,Кировскии,8800000
2,53.0,5,Ворошиловскии,4850000
1,15.0,2,Ленинскии,1750000
1,40.0,7,Кировскии,5700000
1,31.0,2,Советскии,3100000
1,23.0,2,Советскии,2699555
3,64.2,6,Ворошиловскии,5800000
2,92.0,3,Первомаискии,8700000
2,66.0,5,Первомаискии,8800000
3,58.0,8,Советскии,5690000
1,35.0,8,Советскии,4300000
2,48.0,8,Октябрьскии,4500000
1,54.0,7,Октябрьскии,6950000
1,33.0,4,Советскии,3800000
1,35.0,9,Первомаискии,4200000
2,47.0,3,Кировскии,5050000
2,56.0,11,Октябрьскии,5500000
2,53.3,4,Октябрьскии,6000000
2,45.0,1,Первомаискии,4500000
0,29.0,16,Пролетарскии,4080000
1,42.0,7,Пролетарскии,5200000
1,42.0,5,Советскии,4200000
1,38.0,3,Советскии,3600000
1,37.0,3,Ворошиловскии,4500000
3,64.0,4,Советскии,5500000
3,75.0,8,Ворошиловскии,10500000
1,31.0,3,Пролетарскии,3799000
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,31.0,2,Советскии,3100000
1,23.0,2,Советскии,2699555
3,64.2,6,Ворошиловскии,5800000
2,92.0,3,Первомаискии,8700000
2,66.0,5,Первомаискии,8800000
3,58.0,8,Советскии,5690000
1,35.0,8,Советскии,4300000
2,48.0,8,Октябрьскии,4500000
1,54.0,7,Октябрьскии,6950000
1,33.0,4,Советскии,3800000
1,35.0,9,Первомаискии,4200000
2,47.0,3,Кировскии,5050000
2,56.0,11,Октябрьскии,5500000
2,53.3,4,Октябрьскии,6000000
2,45.0,1,Первомаискии,4500000
0,29.0,16,Пролетарскии,4080000
1,42.0,7,Пролетарскии,5200000
1,42.0,5,Советскии,4200000
1,38.0,3,Советскии,3600000
1,37.0,3,Ворошиловскии,4500000
3,64.0,4,Советскии,5500000
3,75.0,8,Ворошиловскии,10500000
1,31.0,3,Пролетарскии,3799000
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,36.0,1,Пролетарскии,3600000
2,50.0,3,Советскии,4600000
1,37.0,2,Октябрьскии,6600000
3,82.0,13,Ворошиловскии,9650000
1,42.0,10,Советскии,4200000
3,74.0,11,Ворошиловскии,6800000
2,52.0,8,Кировскии,8800000
2,53.0,5,Ворошиловскии,4850000
1,15.0,2,Ленинскии,1750000
1,40.0,7,Кировскии,5700000
1,31.0,2,Советскии,3100000
1,23.0,2,Советскии,2699555
3,64.2,6,Ворошиловскии,5800000
2,92.0,3,Первомаискии,8700000
2,66.0,5,Первомаискии,8800000
3,58.0,8,Советскии,5690000
1,35.0,8,Советскии,4300000
2,48.0,8,Октябрьскии,4500000
1,54.0,7,Октябрьскии,6950000
1,33.0,4,Советскии,3800000
1,35.0,9,Первомаискии,4200000
2,47.0,3,Кировскии,5050000
2,56.0,11,Октябрьскии,5500000
2,53.3,4,Октябрьскии,6000000
2,45.0,1,Первомаискии,4500000
0,29.0,16,Пролетарскии,4080000
1,42.0,7,Пролетарскии,5200000
1,42.0,5,Советскии,4200000
1,38.0,3,Советскии,3600000
1,37.0,3,Ворошиловскии,4500000
3,64.0,4,Советскии,5500000
3,75.0,8,Ворошиловскии,10500000
1,31.0,3,Пролетарскии,3799000
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,31.0,2,Советскии,3100000
1,23.0,2,Советскии,2699555
3,64.2,6,Ворошиловскии,5800000
2,92.0,3,Первомаискии,8700000
2,66.0,5,Первомаискии,8800000
3,58.0,8,Советскии,5690000
1,35.0,8,Советскии,4300000
2,48.0,8,Октябрьскии,4500000
1,54.0,7,Октябрьскии,6950000
1,33.0,4,Советскии,3800000
1,35.0,9,Первомаискии,4200000
2,47.0,3,Кировскии,5050000
2,56.0,11,Октябрьскии,5500000
2,53.3,4,Октябрьскии,6000000
2,45.0,1,Первомаискии,4500000
0,29.0,16,Пролетарскии,4080000
1,42.0,7,Пролетарскии,5200000
1,42.0,5,Советскии,4200000
1,38.0,3,Советскии,3600000
1,37.0,3,Ворошиловскии,4500000
3,64.0,4,Советскии,5500000
3,75.0,8,Ворошиловскии,10500000
1,31.0,3,Пролетарскии,3799000
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,36.0,1,Пролетарскии,3600000
2,50.0,3,Советскии,4600000
1,37.0,2,Октябрьскии,6600000
3,82.0,13,Ворошиловскии,9650000
1,42.0,10,Советскии,4200000
3,74.0,11,Ворошиловскии,6800000
2,52.0,8,Кировскии,8800000
2,53.0,5,Ворошиловскии,4850000
1,15.0,2,Ленинскии,1750000
1,40.0,7,Кировскии,5700000
1,31.0,2,Советскии,3100000
1,23.0,2,Советскии,2699555
3,64.2,6,Ворошиловскии,5800000
2,92.0,3,Первомаискии,8700000
2,66.0,5,Первомаискии,8800000
3,58.0,8,Советскии,5690000
1,35.0,8,Советскии,4300000
2,48.0,8,Октябрьскии,4500000
1,54.0,7,Октябрьскии,6950000
1,33.0,4,Советскии,3800000
1,35.0,9,Первомаискии,4200000
2,47.0,3,Кировскии,5050000
2,56.0,11,Октябрьскии,5500000
2,53.3,4,Октябрьскии,6000000
2,45.0,1,Первомаискии,4500000
0,29.0,16,Пролетарскии,4080000
1,42.0,7,Пролетарскии,5200000
1,42.0,5,Советскии,4200000
1,38.0,3,Советскии,3600000
1,37.0,3,Ворошиловскии,4500000
3,64.0,4,Советскии,5500000
3,75.0,8,Ворошиловскии,10500000
1,31.0,3,Пролетарскии,3799000
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,31.0,2,Советскии,3100000
1,23.0,2,Советскии,2699555
3,64.2,6,Ворошиловскии,5800000
2,92.0,3,Первомаискии,8700000
2,66.0,5,Первомаискии,8800000
3,58.0,8,Советскии,5690000
1,35.0,8,Советскии,4300000
2,48.0,8,Октябрьскии,4500000
1,54.0,7,Октябрьскии,6950000
1,33.0,4,Советскии,3800000
1,35.0,9,Первомаискии,4200000
2,47.0,3,Кировскии,5050000
2,56.0,11,Октябрьскии,5500000
2,53.3,4,Октябрьскии,6000000
2,45.0,1,Первомаискии,4500000
0,29.0,16,Пролетарскии,4080000
1,42.0,7,Пролетарскии,5200000
1,42.0,5,Советскии,4200000
1,38.0,3,Советскии,3600000
1,37.0,3,Ворошиловскии,4500000
3,64.0,4,Советскии,5500000
3,75.0,8,Ворошиловскии,10500000
1,31.0,3,Пролетарскии,3799000
1,34.0,22,Железнодорожныи,4100000
2,46.0,1,Ворошиловскии,3999000
1,36.0,1,Пролетарскии,3600000
2,50.0,3,Советскии,4600000
1,37.0,2,Октябрьскии,6600000
3,82.0,13,Ворошиловскии,9650000
1,42.0,10,Советскии,4200000
2,67.4,14,Пролетарскии,9400000
1,42.0,10,Советскии,4200000
1,33.0,5,Ворошиловскии,4450000
3,74.0,11,Ворошиловскии,6800000
2,48.0,10,Октябрьскии,6050000
2,43.0,8,Железнодорожныи,5600000
2,66.0,5,Первомаискии,8800000
1,38.0,5,Пролетарскии,3800000
3,90.0,1,Октябрьскии,8500000
2,53.3,4,Октябрьскии,6000000
3,90.0,10,Железнодорожныи,7800000
0,28.0,19,Ленинскии,4800000
1,15.0,2,Ленинскии,1750000
1,40.0,7,Кировскии,5700000
2,53.0,6,Ворошиловскии,5500000
2,48.0,8,Октябрьскии,4500000
2,53.0,6,Советскии,5200000
2,44.0,3,Советскии,4005000
3,58.0,8,Советскии,5690000
1,42.0,7,Пролетарскии,5200000
2,53.0,5,Ворошиловскии,4850000
1,54.0,7,Октябрьскии,6950000
1,37.0,3,Ворошиловскии,4500000
2,92.0,3,Первомаискии,8700000
2,45.0,1,Первомаискии,4500000
1,36.0,1,Пролетарскии,3600000
1,35.0,8,Советскии,4300000
3,73.0,2,Железнодорожныи,8500000
1,42.0,5,Советскии,4200000
1,33.0,4,Советскии,3800000
2,43.0,8,Железнодорожныи,5600000
2,66.0,5,Первомаискии,8800000
1,38.0,5,Пролетарскии,3800000
3,90.0,1,Октябрьскии,8500000
2,53.3,4,Октябрьскии,6000000
3,90.0,10,Железнодорожныи,7800000
0,28.0,19,Ленинскии,4800000
1,15.0,2,Ленинскии,1750000
1,40.0,7,Кировскии,5700000
2,53.0,6,Ворошиловскии,5500000
2,48.0,8,Октябрьскии,4500000
2,53.0,6,Советскии,5200000
2,44.0,3,Советскии,4005000
3,58.0,8,Советскии,5690000
1,42.0,7,Пролетарскии,5200000
2,53.0,5,Ворошиловскии,4850000
1,54.0,7,Октябрьскии,6950000
1,37.0,3,Ворошиловскии,4500000
2,92.0,3,Первомаискии,8700000
2,45.0,1,Первомаискии,4500000
1,36.0,1,Пролетарскии,3600000
1,35.0,8,Советскии,4300000
3,73.0,2,Железнодорожныи,8500000
1,42.0,5,Советскии,4200000
1,33.0,4,Советскии,3800000
3,82.0,13,Ворошиловскии,9650000
1,40.0,3,Пролетарскии,5650000
2,56.0,11,Октябрьскии,5500000
1,42.0,7,Октябрьскии,4700000
1,38.0,3,Советскии,4350000
2,67.4,14,Пролетарскии,9400000
1,42.0,10,Советскии,4200000
1,33.0,5,Ворошиловскии,4450000
3,74.0,11,Ворошиловскии,6800000
2,48.0,10,Октябрьскии,6050000
2,43.0,8,Железнодорожныи,5600000
